Customer_ID,Customer_Name,Email,Phone,Gender,Age,City,State,Customer_Segment,Order_ID,Order_Date,Product,Category,Quantity,Unit_Price,Discount,Sales,Payment_Method,Order_Status,Sales_Channel,Rating,Notes
10025,Vikram Das,,9144913399,Male,41.0,Bengaluru,Karnataka,Consumer,ORD-100024,2025-03-16,Mouse,Accessories,5.0,7999.0,0.05,37995.25,UPI,Pending,Mobile App,1.0,Customer happy
10026,Pooja Nair,shreyabhat840@example.com,9290108532,Female,19.0,Kolkata,West Bengal,Corporate,ORD-100025,2026-03-30,External HDD,Storage,2.0,1499.0,0.05,2848.1,Credit Card,Cancelled,Marketplace,2.0,Customer happy
10027,Ananya Shetty,ananyashetty846@example.com,9594246837,Female,37.0,Mumbai,Maharashtra,Corporate,ORD-100026,2024-07-23,Tablet,Electronics,1.0,4999.0,0.1,4749.05,Debit Card,Completed,Mobile App,4.0,Customer happy
10028,Rohit Iyer,rohitiyer705@example.com,9675757257,Female,19.0,Mumbai,Maharashtra,Consumer,ORD-100027,2025-02-13,Keyboard,Accessories,3.0,19999.0,0.2,47997.6,UPI,Pending,Social Media,3.0,Fast delivery
10029,Sneha Mehta,snehamehta128@example.com,9513600440,Other,30.0,Kolkata,West Bengal,Small Business,ORD-100028,2025-06-07,Webcam,Accessories,3.0,3499.0,0.2,8397.6,Credit Card,Returned,Website,5.0,Fast delivery
10030,Shreya Joshi,shreyajoshi331@example.com,9812306873,Male,64.0,Hyderabad,Telangana,Small Business,ORD-100029,2025-09-30,Mouse,Accessories,4.0,799.0,0.1,2876.4,Net Banking,Cancelled,Marketplace,3.0,Urgent
10031,Pooja Das,poojadas776@example.com,9286860433,Other,54.0,Delhi,Delhi,Small Business,ORD-100030,2025-11-24,Monitor,Electronics,4.0,19999.0,0.15,67996.6,Cash,Shipped,Website,3.0,Customer happy
10032,Pooja Nair,kiranverma701@example.com,9329460134,Other,48.0,Mysuru,Karnataka,Corporate,ORD-100031,2025-03-28,External HDD,Storage,3.0,4999.0,0.15,12747.45,PayPal,Completed,Store,5.0,Fast delivery
10033,Isha Gowda,ishagowda35@example.com,9149621604,Male,42.0,Mumbai,Maharashtra,Consumer,ORD-100032,2024-05-30,Monitor,Electronics,3.0,1499.0,0.05,4272.15,Cash,Returned,Store,3.0,Fast delivery
10034,Manish Nair,manishnair891@example.com,9926830795,Male,45.0,Kolkata,West Bengal,Corporate,ORD-100033,2026-02-07,Monitor,Electronics,2.0,19999.0,0.0,39998.0,Debit Card,Shipped,Marketplace,1.0,Fast delivery
10035,Neha Bhat,nehabhat619@example.com,9440696084,Female,57.0,Mumbai,Maharashtra,Student,ORD-100034,2025-07-26,Smartwatch,Wearables,2.0,4999.0,0.2,7998.4,Net Banking,Cancelled,Mobile App,4.0,Urgent
10036,Rohit Shetty,rohitshetty254@example.com,9394846763,Female,22.0,Hyderabad,Telangana,Small Business,ORD-100035,2025-10-03,USB Hub,Accessories,3.0,7999.0,0.15,20397.45,Debit Card,Cancelled,Store,3.0,Fast delivery
10037,Arjun Kumar,arjunkumar229@example.com,9168965204,Female,44.0,Delhi,Delhi,Small Business,ORD-100036,2025-12-24,Monitor,Electronics,4.0,49999.0,0.05,189996.2,Net Banking,Returned,Marketplace,1.0,Fast delivery
10038,Divya Verma,divyaverma16@example.com,9477698143,Male,42.0,Mysuru,Karnataka,Student,ORD-100037,2025-05-03,Webcam,Accessories,1.0,12999.0,0.15,11049.15,Net Banking,Shipped,Social Media,2.0,Fast delivery
10039,Neha Reddy,nehareddy705@example.com,9956998797,Female,64.0,Kolkata,West Bengal,Corporate,ORD-100038,2025-11-15,Smartwatch,Accessories,1.0,3499.0,0.1,3149.1,Cash,Returned,Mobile App,5.0,Good
10040,Manish Mehta,manishmehta897@example.com,9595744935,Male,21.0,Mysuru,Karnataka,Small Business,ORD-100039,2024-05-18,USB Hub,Accessories,1.0,799.0,0.15,679.15,Cash,Cancelled,Mobile App,4.0,Customer happy
10041,Amit Shetty,amitshetty29@example.com,9904258674,Other,21.0,Kolkata,West Bengal,Small Business,ORD-100040,2025-04-26,Keyboard,Accessories,4.0,1999.0,0.0,7996.0,Debit Card,Completed,Website,1.0,Fast delivery
10042,Kiran Iyer,kiraniyer695@example.com,9222824732,Other,31.0,Bengaluru,Karnataka,Student,ORD-100041,2025-04-29,External HDD,Storage,2.0,1499.0,0.05,2848.1,PayPal,Cancelled,Store,2.0,Fast delivery
10043,Isha Rao,isharao961@example.com,,Other,42.0,Mumbai,Maharashtra,Student,ORD-100042,2024-01-27,Headphones,Accessories,3.0,799.0,0.2,1917.6,Cash,Pending,Website,5.0,Fast delivery
10044,Neha Patel,nehapatel52@example.com,,Other,45.0,Chennai,Tamil Nadu,Small Business,ORD-100043,2026-03-12,USB Hub,Accessories,5.0,799.0,0.2,3196.0,Credit Card,Shipped,Store,1.0,Fast delivery
10045,Divya Iyer,divyaiyer166@example.com,9567600762,Male,64.0,Ahmedabad,Gujarat,Small Business,ORD-100044,2025-12-25,Smartphone,Electronics,4.0,2499.0,0.15,8496.6,Credit Card,Completed,Marketplace,4.0,Urgent
10046,Akash Reddy,akashreddy778@example.com,9598976917,Other,42.0,Pune,Maharashtra,Student,ORD-100045,2024-09-06,Monitor,Electronics,1.0,1999.0,0.15,1699.15,UPI,Completed,Mobile App,3.0,Fast delivery
10047,Meera Singh,meerasingh911@example.com,9396641124,Female,18.0,Pune,Maharashtra,Corporate,ORD-100046,2025-12-19,Keyboard,Accessories,3.0,1999.0,0.2,4797.6,Credit Card,Pending,Marketplace,4.0,Fast delivery
10048,Neha Rao,neharao311@example.com,9337937327,Female,62.0,Ahmedabad,Gujarat,Corporate,ORD-100047,2024-04-05,USB Hub,Accessories,4.0,4999.0,0.0,19996.0,UPI,Shipped,Store,4.0,Fast delivery
10049,Nikhil Gowda,nikhilgowda474@example.com,9390894296,Female,34.0,Kolkata,West Bengal,Corporate,ORD-100048,2025-12-20,Webcam,Accessories,5.0,2499.0,0.1,11245.5,Credit Card,Pending,Website,1.0,Fast delivery
10050,Shreya Shetty,shreyashetty751@example.com,9733064117,Female,56.0,Delhi,Delhi,Small Business,ORD-100049,2024-10-10,Monitor,Electronics,2.0,49999.0,0.15,84998.3,Credit Card,Pending,Store,2.0,Customer happy
10051,Ananya Reddy,ananyareddy65@example.com,9694164665,Female,62.0,Bengaluru,Karnataka,Corporate,ORD-100050,2024-02-16,Webcam,Accessories,5.0,999.0,0.1,4495.5,UPI,Returned,Website,1.0,Fast delivery
10052,Pooja Nair,poojanair973@example.com,9612957813,Male,22.0,Ahmedabad,Gujarat,Student,ORD-100051,2024-09-15,Smartwatch,Wearables,3.0,999.0,0.0,2997.0,Cash,Completed,Website,1.0,Fast delivery
10053,Vikram Shetty,vikramshetty792@example.com,9546863451,Other,56.0,Mysuru,Karnataka,Corporate,ORD-100052,2025-07-25,Keyboard,Accessories,1.0,1499.0,0.0,1499.0,Net Banking,Returned,Marketplace,4.0,Customer happy
10054,Akash Verma,akashverma111@example.com,,Male,58.0,Chennai,Tamil Nadu,Corporate,ORD-100053,2026-01-27,External HDD,Storage,5.0,499.0,0.2,1996.0,UPI,Completed,Mobile App,3.0,Fast delivery
10055,Shreya Patel,shreyapatel308@example.com,9135046782,Male,36.0,Delhi,Delhi,Small Business,ORD-100054,2025-04-26,Laptop,Electronics,4.0,4999.0,0.2,15996.8,PayPal,Returned,Website,2.0,Customer happy
10056,Akash Joshi,akashjoshi162@example.com,9385220694,Male,22.0,Hyderabad,Telangana,Consumer,ORD-100055,2025-10-25,Tablet,Electronics,1.0,7999.0,0.05,7599.05,Debit Card,Pending,Social Media,5.0,Customer happy
10057,Sanjay Patel,sanjaypatel522@example.com,,Female,46.0,Ahmedabad,Gujarat,Consumer,ORD-100056,2024-10-05,Webcam,Accessories,3.0,49999.0,0.15,127497.45,Net Banking,Completed,Marketplace,3.0,Fast delivery
10058,Rohit Sharma,rohitsharma698@example.com,9981994345,Female,54.0,Mumbai,Maharashtra,Corporate,ORD-100057,2026-02-22,Monitor,Electronics,5.0,12999.0,0.0,64995.0,Debit Card,Returned,Store,4.0,Customer happy
10059,Ananya Mehta,ananyamehta428@example.com,,Female,60.0,Kolkata,West Bengal,Consumer,ORD-100058,2024-12-22,USB Hub,Accessories,4.0,799.0,0.15,2716.6,Debit Card,Cancelled,Marketplace,4.0,Customer happy
10060,Manish Iyer,manishiyer341@example.com,9224469868,Female,50.0,Jaipur,Rajasthan,Consumer,ORD-100059,2024-09-15,Laptop,Electronics,4.0,799.0,0.1,2876.4,PayPal,Completed,Marketplace,4.0,Good
10061,Kiran Das,kirandas62@example.com,9318568997,Female,53.0,Pune,Maharashtra,Corporate,ORD-100060,2026-02-17,External HDD,Storage,4.0,19999.0,0.15,67996.6,UPI,Returned,Marketplace,1.0,Good
10062,Isha Shetty,ishashetty575@example.com,9538076670,Female,32.0,Hyderabad,Telangana,Consumer,ORD-100061,2024-01-15,Webcam,Accessories,2.0,1999.0,0.1,3198.4,Cash,Completed,Mobile App,4.0,Fast delivery
10063,Pooja Das,poojadas574@example.com,9255308128,Female,30.0,Chennai,Tamil Nadu,Corporate,ORD-100062,2025-04-12,Tablet,Electronics,4.0,4999.0,0.05,18996.2,Credit Card,Cancelled,Marketplace,3.0,Fast delivery
10064,Nikhil Reddy,nikhilreddy511@example.com,9259553112,Female,42.0,Bengaluru,Karnataka,Student,ORD-100063,2025-11-06,Keyboard,Accessories,3.0,12999.0,0.2,31197.6,Credit Card,Cancelled,Social Media,5.0,Urgent
10065,Sanjay Bhat,sanjaybhat886@example.com,9932734539,Female,20.0,Delhi,Maharashtra,Small Business,ORD-100064,2024-08-27,Monitor,Electronics,2.0,12999.0,0.15,22098.3,PayPal,Returned,Marketplace,4.0,Fast delivery
10066,Vikram Nair,vikramnair112@example.com,9572775194,Male,51.0,Bengaluru,Karnataka,Student,ORD-100065,2026-06-09,Headphones,Accessories,5.0,12999.0,0.1,58495.5,Credit Card,Pending,Marketplace,2.0,Good
10067,Meera Shetty,meerashetty92@example.com,9452794611,Other,52.0,Chennai,Tamil Nadu,Student,ORD-100066,2025-10-27,Mouse,Accessories,5.0,49999.0,0.15,212495.75,UPI,Returned,Social Media,1.0,Fast delivery
10068,Arjun Singh,arjunsingh658@example.com,9855797020,Male,46.0,Delhi,Tamil Nadu,Corporate,ORD-100067,2026-02-17,Monitor,Electronics,1.0,3499.0,0.0,3499.0,PayPal,Cancelled,Website,1.0,Fast delivery
10069,Priya Reddy,priyareddy431@example.com,9707660630,Other,29.0,Pune,Maharashtra,Corporate,ORD-100068,2025-06-27,Mouse,Accessories,4.0,999.0,0.05,3796.2,Credit Card,Completed,Social Media,4.0,Fast delivery
10070,Neha Nair,,9816014770,Male,47.0,Mysuru,Karnataka,Small Business,ORD-100069,2025-04-15,Headphones,Accessories,2.0,4999.0,0.1,8998.2,PayPal,Shipped,Mobile App,1.0,Fast delivery
10071,Kavya Mehta,kavyamehta875@example.com,9424400672,Male,42.0,Chennai,Tamil Nadu,Student,ORD-100070,2025-04-12,USB Hub,Accessories,4.0,49999.0,0.1,179996.4,Credit Card,Pending,Marketplace,5.0,Customer happy
10072,Akash Reddy,akashreddy895@example.com,9836371599,Other,21.0,Chennai,Tamil Nadu,Student,ORD-100071,2025-08-02,Webcam,Electronics,4.0,1999.0,0.0,7996.0,UPI,Pending,Social Media,3.0,Fast delivery
10073,Kiran Mehta,kiranmehta671@example.com,9142329671,Female,46.0,Chennai,Tamil Nadu,Consumer,ORD-100072,2025-10-04,USB Hub,Accessories,2.0,19999.0,0.0,39998.0,Net Banking,Cancelled,Mobile App,1.0,Customer happy
10074,Amit Rao,amitrao384@example.com,9669998399,Other,35.0,Kolkata,West Bengal,Corporate,ORD-100073,2026-06-16,Headphones,Accessories,2.0,999.0,0.2,1598.4,UPI,Returned,Store,3.0,Fast delivery
10075,Sneha Nair,snehanair833@example.com,9698409868,Female,23.0,Mumbai,Maharashtra,Student,ORD-100074,2026-05-16,Headphones,Accessories,2.0,19999.0,0.15,33998.3,Credit Card,Cancelled,Social Media,1.0,Urgent
10076,Kavya Joshi,kavyajoshi701@example.com,9351064359,Female,19.0,Chennai,Tamil Nadu,Small Business,ORD-100075,2024-04-20,External HDD,Storage,4.0,19999.0,0.1,71996.4,Net Banking,Completed,Website,4.0,Fast delivery
10077,Pooja Joshi,poojajoshi514@example.com,9224683417,Male,33.0,Kolkata,West Bengal,Corporate,ORD-100076,2024-11-07,Smartphone,Electronics,2.0,499.0,0.0,998.0,Cash,Returned,Store,5.0,Urgent
10078,Akash Rao,,9400368694,Male,62.0,Delhi,Delhi,Small Business,ORD-100077,2025-02-21,Tablet,Electronics,1.0,4999.0,0.2,3999.2,Debit Card,Returned,Marketplace,2.0,Fast delivery
10079,Kavya Patel,kavyapatel204@example.com,9231167999,Female,23.0,Pune,Maharashtra,Corporate,ORD-100078,2024-10-09,Printer,Electronics,3.0,499.0,0.15,1272.45,PayPal,Shipped,Website,4.0,Fast delivery
10080,Amit Singh,amitsingh610@example.com,9331875999,Male,39.0,Delhi,Delhi,Corporate,ORD-100079,2024-07-31,External HDD,Storage,5.0,799.0,0.2,3196.0,Net Banking,Completed,Store,2.0,Fast delivery
10081,Shreya Reddy,shreyareddy818@example.com,,Male,55.0,Delhi,Delhi,Small Business,ORD-100080,2025-01-01,Smartphone,Electronics,1.0,999.0,0.0,999.0,Credit Card,Completed,Store,1.0,Fast delivery
10082,Divya Das,divyadas380@example.com,9651085057,Other,24.0,Mumbai,Maharashtra,Student,ORD-100081,2026-07-03,Webcam,Accessories,1.0,4999.0,0.15,4249.15,Net Banking,Pending,Social Media,1.0,Fast delivery
10083,Nikhil Reddy,nikhilreddy421@example.com,,Other,24.0,Ahmedabad,Gujarat,Student,ORD-100082,2026-05-17,USB Hub,Accessories,1.0,499.0,0.15,424.15,PayPal,Returned,Website,1.0,Customer happy
10084,Isha Kumar,ishakumar739@example.com,9449165212,Female,56.0,Mumbai,Maharashtra,Small Business,ORD-100083,2025-07-15,Headphones,Accessories,3.0,12999.0,0.2,31197.6,Cash,Shipped,Social Media,4.0,Good
10085,Sneha Iyer,snehaiyer433@example.com,9463925049,Female,43.0,Jaipur,Rajasthan,Student,ORD-100084,2024-08-21,Webcam,Accessories,2.0,3499.0,0.15,5948.3,PayPal,Completed,Store,4.0,Customer happy
10086,Rohit Gowda,rohitgowda97@example.com,9200105056,Female,24.0,Delhi,Delhi,Small Business,ORD-100085,2026-05-01,USB Hub,Accessories,4.0,799.0,0.0,3196.0,Debit Card,Shipped,Website,3.0,Fast delivery
10087,Shreya Gowda,shreyagowda947@example.com,9874233009,Male,36.0,Mumbai,Maharashtra,Small Business,ORD-100086,2026-06-07,Tablet,Electronics,3.0,19999.0,0.15,50997.45,UPI,Completed,Social Media,5.0,Fast delivery
10088,Pooja Nair,vikramjoshi127@example.com,9918841563,Female,54.0,Ahmedabad,Gujarat,Corporate,ORD-100087,2025-01-11,Monitor,Electronics,1.0,2499.0,0.2,1999.2,Cash,Shipped,Social Media,5.0,Fast delivery
10089,Shreya Sharma,shreyasharma729@example.com,9918630985,Female,25.0,Mysuru,Karnataka,Small Business,ORD-100088,2024-10-06,USB Hub,Accessories,3.0,499.0,0.05,1422.15,Credit Card,Pending,Mobile App,5.0,Fast delivery
10090,Manish Patel,manishpatel395@example.com,9550791704,Female,39.0,Delhi,Delhi,Corporate,ORD-100089,2024-08-08,Webcam,Accessories,1.0,799.0,0.2,639.2,UPI,Cancelled,Store,5.0,Fast delivery
10091,Arjun Bhat,arjunbhat93@example.com,9392168202,Female,60.0,Bengaluru,Karnataka,Student,ORD-100090,2025-11-21,Headphones,Accessories,2.0,12999.0,0.0,25998.0,Cash,Shipped,Website,4.0,Fast delivery
10092,Kiran Shetty,kiranshetty704@example.com,9828519068,Other,49.0,Jaipur,Rajasthan,Small Business,ORD-100091,2024-10-17,Smartphone,Electronics,3.0,3499.0,0.0,10497.0,Credit Card,Pending,Marketplace,5.0,Fast delivery
10093,Rahul Singh,,9108299923,Female,65.0,Chennai,Tamil Nadu,Student,ORD-100092,2024-12-01,Monitor,Electronics,2.0,1999.0,0.1,3598.2,Debit Card,Pending,Marketplace,5.0,Fast delivery
10094,Neha Das,nehadas769@example.com,9145421708,Female,19.0,Jaipur,Rajasthan,Student,ORD-100093,2026-06-01,USB Hub,Accessories,3.0,799.0,0.15,2037.45,Credit Card,Cancelled,Social Media,4.0,Fast delivery
10095,Manish Rao,manishrao185@example.com,9960413104,Other,47.0,Kolkata,West Bengal,Small Business,ORD-100094,2024-11-28,Keyboard,Accessories,1.0,3499.0,0.0,3499.0,Credit Card,Returned,Mobile App,3.0,Urgent
10096,Akash Verma,akashverma351@example.com,9936571442,Male,22.0,Jaipur,Rajasthan,Consumer,ORD-100095,2024-08-14,Smartphone,Electronics,4.0,1999.0,0.1,7196.4,Net Banking,Completed,Mobile App,3.0,Customer happy
10097,Vikram Singh,vikramsingh166@example.com,9916274954,Other,22.0,Mumbai,Maharashtra,Corporate,ORD-100096,2025-09-08,Headphones,Accessories,3.0,1499.0,0.05,4272.15,PayPal,Returned,Marketplace,5.0,Fast delivery
10098,Akash Nair,akashnair460@example.com,9173321814,Female,42.0,Mysuru,Karnataka,Small Business,ORD-100097,2024-06-03,USB Hub,Accessories,5.0,2499.0,0.1,11245.5,UPI,Shipped,Website,3.0,Fast delivery
10099,Arjun Reddy,arjunreddy303@example.com,9182389284,Other,23.0,Ahmedabad,Gujarat,Student,ORD-100098,2026-05-01,Smartwatch,Wearables,1.0,499.0,0.1,449.1,Cash,Shipped,Social Media,1.0,Urgent
10100,Akash Joshi,akashjoshi990@example.com,9166436383,Female,24.0,Delhi,Telangana,Small Business,ORD-100099,2024-06-03,Mouse,Accessories,5.0,4999.0,0.2,19996.0,PayPal,Returned,Website,2.0,Good
10101,Neha Rao,neharao382@example.com,,Female,42.0,Ahmedabad,Gujarat,Student,ORD-100100,2024-06-11,Smartwatch,Wearables,3.0,7999.0,0.2,31996.0,UPI,Shipped,Website,3.0,Good
10102,Amit Patel,amitpatel882@example.com,9804980312,Other,27.0,Jaipur,Rajasthan,Small Business,ORD-100101,2026-01-11,USB Hub,Accessories,4.0,1999.0,0.1,7196.4,Credit Card,Shipped,Mobile App,3.0,Customer happy
10103,Manish Kumar,manishkumar668@example.com,9950040559,Female,26.0,Mysuru,Karnataka,Consumer,ORD-100102,2025-01-20,Webcam,Accessories,1.0,1999.0,0.2,1599.2,PayPal,Returned,Social Media,3.0,Good
10104,Kavya Reddy,kavyareddy150@example.com,9266371119,Male,36.0,Delhi,Delhi,Consumer,ORD-100103,2024-08-19,Monitor,Electronics,3.0,4999.0,0.05,14247.15,Net Banking,Completed,Social Media,1.0,Fast delivery
10105,Amit Bhat,amitbhat195@example.com,9992649957,Other,57.0,Mysuru,Karnataka,Corporate,ORD-100104,2024-06-15,Headphones,Accessories,5.0,3499.0,0.05,16620.25,PayPal,Returned,Website,4.0,Customer happy
10106,Neha Nair,nehanair326@example.com,9968253265,Female,30.0,Mysuru,Karnataka,Small Business,ORD-100105,2024-09-01,Keyboard,Accessories,4.0,1499.0,0.2,4796.8,PayPal,Shipped,Website,4.0,Fast delivery
10107,Pooja Shetty,poojashetty214@example.com,9960345542,Other,26.0,Kolkata,West Bengal,Small Business,ORD-100106,2026-04-16,Printer,Electronics,5.0,3499.0,0.05,16620.25,Credit Card,Returned,Store,5.0,Good
10108,Nikhil Iyer,nikhiliyer937@example.com,9651208305,Male,45.0,Mumbai,Maharashtra,Consumer,ORD-100107,2025-04-05,Keyboard,Accessories,1.0,999.0,0.1,899.1,Debit Card,Returned,Store,1.0,Urgent
10109,Priya Verma,priyaverma239@example.com,9130266145,Female,24.0,Jaipur,Rajasthan,Student,ORD-100108,2025-01-18,Mouse,Accessories,2.0,3499.0,0.0,6998.0,Debit Card,Pending,Website,3.0,Fast delivery
10110,Meera Rao,meerarao937@example.com,9185068029,Male,34.0,Delhi,Delhi,Corporate,ORD-100109,2024-01-06,Webcam,Accessories,4.0,4999.0,0.2,15996.8,Debit Card,Shipped,Website,5.0,Urgent
10111,Sneha Shetty,snehashetty439@example.com,9786069196,Other,47.0,Delhi,Tamil Nadu,Consumer,ORD-100110,2024-09-01,Monitor,Electronics,3.0,799.0,0.0,2397.0,Credit Card,Returned,Social Media,5.0,Good
10112,Nikhil Mehta,nikhilmehta639@example.com,9478833337,Male,54.0,Hyderabad,Telangana,Small Business,ORD-100111,2024-01-02,Webcam,Accessories,2.0,1999.0,0.15,3398.3,Debit Card,Completed,Social Media,3.0,Good
10113,Nikhil Das,nikhildas491@example.com,9146744734,Female,42.0,Jaipur,Rajasthan,Small Business,ORD-100112,2026-06-13,Printer,Electronics,5.0,499.0,0.15,2120.75,Credit Card,Completed,Website,1.0,Customer happy
10114,Neha Rao,neharao569@example.com,9463512350,Other,29.0,Mumbai,Maharashtra,Student,ORD-100113,2024-12-26,External HDD,Storage,3.0,999.0,0.0,2997.0,PayPal,Returned,Mobile App,2.0,Good
10115,Sanjay Sharma,sanjaysharma965@example.com,9432941445,Other,43.0,Chennai,Tamil Nadu,Student,ORD-100114,2024-11-19,Monitor,Electronics,1.0,1499.0,0.0,1499.0,UPI,Completed,Mobile App,3.0,Customer happy
10116,Pooja Nair,priyaiyer771@example.com,9572163615,Female,39.0,Pune,Maharashtra,Corporate,ORD-100115,2025-02-13,Keyboard,Accessories,1.0,2499.0,0.15,2124.15,Credit Card,Returned,Website,5.0,Customer happy
10117,Arjun Rao,arjunrao310@example.com,9444898148,Male,23.0,Kolkata,West Bengal,Small Business,ORD-100116,2025-12-07,Smartphone,Electronics,4.0,12999.0,0.05,49396.2,PayPal,Cancelled,Store,4.0,Fast delivery
