Employee_ID,Employee_Name,Email,Phone,Gender,Date_of_Birth,Age,Department,Job_Title,Employment_Type,Joining_Date,Location,Education,Experience_Years,Annual_Salary,Bonus,Performance_Rating,Manager,Employee_Status,Marital_Status,Leave_Days,Job_Satisfaction,Overtime_Hours,Notes
50851,Amit Patel,meera.kumar28@company.com,9173780637,Other,2007-03-02,20.0,Customer Support,Account Executive,Contract,2020-01-12,Chennai,Diploma,5.3,1344567.0,268913.4,Needs Improvement,Sneha Patel,Inactive,Married,21.0,2.0,18.0,Fast learner
50944,Rahul Nair,rahul.nair66@company.com,9205865560,Other,1997-06-30,39.0,Customer Support,Business Analyst,Part Time,2021-09-12,Bengaluru,Bachelor's,3.1,1993652.0,159492.16,Average,Anil Kumar,Resigned,Single,17.0,3.0,2.0,Needs training
50022,Amit Kumar,amit.kumar21@company.com,9130513669,Male,1979-02-12,50.0,Sales,Software Engineer,Full Time,2025-01-17,Pune,Diploma,3.9,543553.0,27177.65,Good,Priya Sharma,On Leave,Married,31.0,1.0,4.0,Good performer
50553,Manish Gowda,manish.gowda44@company.com,9474323947,Male,1970-05-16,19.0,IT,Account Executive,Contract,2026-06-10,Mumbai,Master's,17.9,1164070.5,278013.75,Excellent,Sneha Patel,Active,Divorced,19.0,1.0,19.0,Good performer
51182,Arjun Verma,arjun.verma78@company.com,9882377436,Male,2000-11-09,62.0,IT,Account Executive,Contract,2020-06-15,Kolkata,Master's,14.3,1434681.0,71734.05,Good,Priya Sharma,On Leave,Married,28.0,5.0,20.0,Good performer
50610,Sanjay Gowda,sanjay.gowda32@company.com,9586807580,Female,1992-12-12,56.0,Sales,Software Engineer,Part Time,2019-04-03,Kolkata,PhD,12.0,283311.0,56662.2,Excellent,Rahul Rao,On Leave,Married,0.0,2.0,8.0,Good performer
51185,Divya Rao,divya.rao87@company.com,9914455543,Male,2001-08-05,51.0,Sales,Data Analyst,Part Time,2020-08-12,Mysuru,PhD,10.0,1889352.0,188935.2,Good,Anil Kumar,Inactive,Married,5.0,5.0,5.0,Needs training
50773,Isha Reddy,isha.reddy50@company.com,9438689077,Male,2008-02-08,31.0,Sales,Software Engineer,Intern,2021-04-21,Gurugram,Diploma,5.6,2060696.0,206069.6,Needs Improvement,Sneha Patel,Inactive,Divorced,17.0,2.0,5.0,Needs training
50593,Nikhil Reddy,,9812183022,Male,2000-06-16,34.0,Procurement,Data Analyst,Part Time,2023-07-25,Delhi,Bachelor's,10.2,1723714.0,137897.12,Average,Sneha Patel,Active,Married,27.0,2.0,27.0,Good performer
50543,Shreya Mehta,shreya.mehta6@company.com,9531929019,Male,1980-03-22,58.0,Procurement,HR Executive,Full Time,2020-05-05,Chennai,PhD,9.3,457031.0,0.0,Excellent,Meera Nair,Inactive,Single,0.0,3.0,21.0,Fast learner
50977,Sneha Mehta,sneha.mehta45@company.com,9215370147,Male,2006-09-10,26.0,Marketing,Operations Executive,Part Time,2021-01-05,Mysuru,Master's,13.5,1878130.0,281719.5,Good,Anil Kumar,Active,Single,10.0,3.0,38.0,Good performer
50935,Neha Verma,neha.verma59@company.com,9276634245,Male,1965-11-28,41.0,Marketing,Data Analyst,Contract,2020-02-11,Mysuru,Diploma,1.0,1554401.0,0.0,Excellent,Vikram Singh,Active,Single,24.0,3.0,24.0,Good performer
51077,Manish Joshi,manish.joshi29@company.com,9304340475,Other,1977-03-10,63.0,Finance,HR Executive,Contract,2021-01-07,Mumbai,Bachelor's,4.9,533297.0,42663.76,Average,Anil Kumar,Active,Divorced,29.0,4.0,32.0,Needs training
50285,Kiran Patel,kiran.patel20@company.com,9811467173,Female,1984-12-25,18.0,Customer Support,Software Engineer,Full Time,2022-07-29,Mumbai,Master's,6.2,1110531.0,55526.55,Good,Sneha Patel,Active,Married,34.0,5.0,0.0,Good performer
51188,Ananya Mehta,ananya.mehta23@company.com,9690130319,Male,1967-11-14,57.0,Sales,Business Analyst,Intern,2026-03-20,Bengaluru,Diploma,0.5,560376.0,112075.2,Excellent,Anil Kumar,Active,Married,25.0,3.0,9.0,Good performer
50085,Sneha Reddy,sneha.reddy48@company.com,9870900102,Male,2002-10-13,23.0,IT,Business Analyst,Part Time,2020-10-10,Mysuru,Diploma,14.8,243897.0,36584.0,Poor,Rahul Rao,Active,Divorced,17.0,5.0,8.0,Fast learner
51131,Vivek Verma,vivek.verma90@company.com,9407149125,Male,1973-05-30,49.0,Marketing,Software Engineer,Part Time,2021-09-15,Delhi,Bachelor's,5.2,1186643.0,0.0,Good,Sneha Patel,On Leave,Single,21.0,3.0,34.0,Needs training
51087,Rohit Joshi,rohit.joshi57@company.com,9794798663,Other,1966-01-24,65.0,Customer Support,Business Analyst,Full Time,2024-06-12,Mysuru,PhD,7.4,2155661.0,323349.15,Average,Rahul Rao,Inactive,Married,16.0,1.0,21.0,Fast learner
50252,Akash Sharma,akash.sharma35@company.com,9853564982,Other,2008-08-16,48.0,Marketing,Sales Executive,Intern,2019-01-02,Delhi,Diploma,15.2,694227.0,0.0,Excellent,Anil Kumar,Active,Divorced,26.0,2.0,5.0,Good performer
51099,Rahul Sharma,rahul.sharma64@company.com,9527569757,Male,1967-02-21,42.0,IT,Support Specialist,Contract,2025-01-15,Noida,Bachelor's,16.8,1509341.0,75467.05,Average,Sneha Patel,Active,Single,9.0,1.0,7.0,Fast learner
51115,Amit Joshi,amit.joshi89@company.com,9265463121,Male,1973-04-15,32.0,Procurement,Data Analyst,Contract,2025-07-25,Chennai,Diploma,3.9,1558968.0,155896.8,Good,Vikram Singh,Active,Divorced,16.0,1.0,11.0,Fast learner
50701,Amit Patel,arjun.verma31@company.com,9934038393,Other,1993-01-04,27.0,Operations,Marketing Analyst,Part Time,2021-02-17,Bengaluru,Bachelor's,10.2,507973.0,50797.3,Excellent,Priya Sharma,Active,Married,25.0,1.0,15.0,Good performer
50647,Rohit Joshi,rohit.joshi15@company.com,9586790231,Female,1995-03-31,39.0,Finance,HR Executive,Part Time,2020-04-05,Gurugram,Master's,11.4,1707522.0,136601.76,Excellent,Priya Sharma,Resigned,Married,21.0,1.0,15.0,Good performer
51037,Rohit Patel,rohit.patel63@company.com,9520622375,Female,1997-07-03,24.0,HR,Sales Executive,Part Time,2024-02-13,Chennai,Diploma,9.9,1706071.0,0.0,Good,Meera Nair,Active,Divorced,33.0,3.0,32.0,Good performer
50469,Shreya Singh,shreya.singh6@company.com,9735196941,Male,1974-05-29,21.0,IT,Financial Analyst,Full Time,2022-01-25,Mumbai,Master's,17.7,389914.0,19495.7,Good,Rahul Rao,Resigned,Married,10.0,1.0,23.0,Good performer
50832,Vivek Mehta,vivek.mehta20@company.com,9718035963,Female,1978-11-28,55.0,Operations,Support Specialist,Intern,2024-01-13,Gurugram,PhD,5.0,1878239.0,281735.85,Needs Improvement,Sneha Patel,Resigned,Single,27.0,5.0,6.0,Good performer
50616,Kavya Sharma,kavya.sharma92@company.com,9571574607,Male,1978-02-24,35.0,Sales,Account Executive,Full Time,2020-08-06,Hyderabad,Master's,10.3,1429372.0,142937.2,Average,Vikram Singh,Resigned,Divorced,35.0,2.0,16.0,Good performer
51165,Arjun Kumar,arjun.kumar86@company.com,9553933601,Male,1968-09-14,41.0,Sales,Financial Analyst,Contract,2019-12-07,Chennai,PhD,16.5,582788.0,0.0,Average,Rahul Rao,On Leave,Single,12.0,3.0,9.0,Needs training
50672,Vivek Kumar,vivek.kumar18@company.com,9278756187,Other,1997-02-15,30.0,Sales,HR Executive,Full Time,2022-08-31,Kolkata,PhD,7.6,613996.0,61399.6,Excellent,Sneha Patel,Active,Single,8.0,1.0,10.0,Good performer
50955,Shreya Mehta,shreya.mehta88@company.com,,Male,2004-08-04,60.0,Sales,Support Specialist,Intern,2023-10-13,Hyderabad,Master's,12.8,826024.0,66081.92,Excellent,Meera Nair,Inactive,Married,22.0,3.0,21.0,Good performer
50072,Shreya Kumar,,,Female,1976-05-12,23.0,Operations,Operations Executive,Full Time,2021-12-27,Gurugram,Bachelor's,1.3,1073918.0,0.0,Excellent,Meera Nair,On Leave,Divorced,8.0,1.0,1.0,Good performer
50930,Nikhil Mehta,,9673052052,Other,2002-01-20,23.0,IT,Data Analyst,Intern,2024-08-05,Gurugram,Bachelor's,9.2,1482653.0,296530.6,Excellent,Rahul Rao,On Leave,Divorced,25.0,1.0,24.0,Good performer
50049,Kavya Patel,kavya.patel77@company.com,9459959617,Other,1975-04-24,52.0,Customer Support,HR Executive,Contract,2023-04-27,Gurugram,Master's,12.5,509377.0,40750.16,Needs Improvement,Priya Sharma,Inactive,Divorced,19.0,1.0,39.0,Fast learner
50198,Vivek Rao,vivek.rao69@company.com,9837604299,Female,1973-03-26,32.0,HR,Business Analyst,Part Time,2025-07-03,Kolkata,PhD,3.1,2130254.0,426050.8,Excellent,Priya Sharma,Inactive,Divorced,10.0,1.0,2.0,Fast learner
50656,Nikhil Rao,nikhil.rao91@company.com,9249179459,Male,1970-07-29,60.0,Procurement,Software Engineer,Intern,2021-06-30,Delhi,Master's,2.9,1514149.0,151414.9,Needs Improvement,Anil Kumar,Active,Single,26.0,1.0,18.0,Good performer
50240,Isha Rao,isha.rao65@company.com,9562010861,Other,1978-08-04,21.0,IT,Operations Executive,Part Time,2022-08-04,Mysuru,PhD,2.9,1164070.5,189899.4,Good,Priya Sharma,Resigned,Single,23.0,1.0,32.0,Good performer
50966,Akash Sharma,akash.sharma84@company.com,9514926148,Other,1996-02-15,50.0,Customer Support,Support Specialist,Contract,2024-11-12,Gurugram,Diploma,16.6,1875606.0,93780.3,Good,Anil Kumar,Inactive,Single,9.0,2.0,36.0,Fast learner
50408,Meera Das,meera.das37@company.com,9802085759,Male,1974-05-28,64.0,Marketing,HR Executive,Intern,,Gurugram,Diploma,3.5,902018.0,72161.44,Average,Rahul Rao,On Leave,Married,17.0,4.0,29.0,Good performer
51084,Amit Sharma,amit.sharma29@company.com,9409753371,Male,1988-12-06,29.0,Finance,Business Analyst,Contract,2024-05-30,Kolkata,Diploma,4.6,1676773.0,335354.6,Average,Priya Sharma,Inactive,Married,31.0,1.0,11.0,Needs training
50867,Kavya Mehta,kavya..mehta4@company..com,9128857761,Other,1974-05-17,27.0,Procurement,Sales Executive,Part Time,2022-02-22,Mysuru,Master's,1.3,303224.0,0.0,Good,Meera Nair,Resigned,Divorced,15.0,3.0,10.0,Good performer
50170,Priya Sharma,priya.sharma53@company.com,9450084301,Other,1997-09-16,53.0,Customer Support,Software Engineer,Contract,2023-01-01,Kolkata,Bachelor's,10.2,828371.0,82837.1,Good,Rahul Rao,Active,Single,9.0,4.0,33.0,Needs training
50367,Arjun Mehta,arjun.mehta49@company.com,9867744275,Female,1983-12-23,33.0,HR,Financial Analyst,Full Time,2020-10-26,Noida,PhD,3.7,802436.0,160487.2,Average,Meera Nair,Active,Married,6.0,5.0,26.0,Good performer
50040,Vivek Gowda,vivek.gowda68@company.com,9117554969,Male,1991-06-29,31.0,Customer Support,Sales Executive,Intern,2023-04-13,Delhi,Diploma,4.3,1252582.0,187887.3,Average,Rahul Rao,Resigned,Divorced,1.0,3.0,38.0,Good performer
50102,Meera Verma,meera.verma56@company.com,9904444847,Male,2003-02-19,38.0,Finance,Business Analyst,internship,2022-12-20,Pune,PhD,1.4,2157581.0,323637.15,Needs Improvement,Meera Nair,Active,Married,1.0,3.0,25.0,Good performer
51033,Akash Reddy,akash.reddy60@company.com,9923212226,Other,1974-03-08,54.0,Procurement,Data Analyst,Part Time,2022-12-12,Noida,PhD,10.2,882119.0,88211.9,Average,Meera Nair,On Leave,Married,25.0,2.0,5.0,Good performer
51001,Amit Das,amit.das80@company.com,9325162101,Other,2004-03-09,54.0,Sales,HR Executive,Intern,2025-09-19,Gurugram,Master's,5.4,726906.0,90398.0,Needs Improvement,Sneha Patel,Inactive,Divorced,32.0,2.0,1.0,Needs training
50002,Sanjay Singh,sanjay.singh46@company.com,9964508088,Female,1982-10-27,65.0,Marketing,Software Engineer,Full Time,2021-10-27,Gurugram,Diploma,5.2,969091.0,48454.55,Average,Anil Kumar,On Leave,Married,29.0,4.0,5.0,Good performer
50294,Kavya Patel,kavya.patel74@company.com,9348764530,Male,1998-02-28,57.0,Operations,Financial Analyst,Full Time,2021-07-16,Mysuru,Bachelor's,2.4,1696823.0,0.0,Needs Improvement,Priya Sharma,Resigned,Single,9.0,2.0,27.0,Fast learner
51134,Nikhil Nair,nikhil.nair15@company.com,9385371303,Other,2005-07-30,41.0,HR,Account Executive,Intern,2020-08-02,Mysuru,Bachelor's,12.8,1377915.0,110233.2,Good,Rahul Rao,Active,Married,27.0,3.0,10.0,Good performer
50486,Kiran Gowda,kiran.gowda25@company.com,9894169449,Female,1992-09-01,30.0,Customer Support,Account Executive,Intern,2021-09-29,Mysuru,Diploma,16.7,1434120.0,0.0,Needs Improvement,Vikram Singh,Active,Divorced,3.0,5.0,25.0,Good performer
50689,Rohit Joshi,rohit.joshi51@company.com,9724858133,Male,1981-01-09,0.0,Operations,Financial Analyst,Full Time,2025-06-07,Pune,Master's,10.5,1922100.0,153768.0,Average,Vikram Singh,On Leave,Single,31.0,5.0,41.0,Good performer
50208,Sanjay Mehta,sanjay.mehta57@company.com,9296003570,Other,2006-08-14,57.0,Operations,Business Analyst,Contract,2026-01-26,Noida,Diploma,13.9,1911399.0,191139.9,Average,Rahul Rao,Resigned,Divorced,8.0,3.0,21.0,Good performer
50945,Kavya Nair,kavya.nair68@company.com,9659208987,Female,1991-01-24,60.0,Sales,Sales Executive,Contract,2024-08-05,Mysuru,Bachelor's,13.3,2134699.0,170775.92,Needs Improvement,Sneha Patel,Active,Divorced,10.0,3.0,38.0,Fast learner
50574,Pooja Mehta,pooja.mehta66@company.com,9524959962,Female,1985-03-15,30.0,Procurement,Business Analyst,Part Time,2019-03-01,Mysuru,Diploma,16.6,1166099.0,0.0,Average,Priya Sharma,On Leave,Married,13.0,4.0,35.0,Fast learner
50497,Arjun Nair,,9589370812,Other,1993-04-08,40.0,Customer Support,HR Executive,Intern,,Mysuru,Bachelor's,14.9,2187539.0,328130.85,Average,Vikram Singh,Resigned,Married,19.0,5.0,36.0,Good performer
50093,Priya Mehta,priya.mehta35@company.com,9333323285,Male,1982-01-07,47.0,Procurement,Data Analyst,Intern,,Kolkata,Diploma,3.8,819911.0,163982.2,Good,Anil Kumar,Resigned,Divorced,30.0,4.0,28.0,Good performer
50855,Rahul Singh,rahul.singh29@company.com,9284745928,Female,1974-02-21,23.0,Customer Support,Data Analyst,Contract,2020-09-07,Mysuru,Diploma,4.7,1588179.0,317635.8,Average,Anil Kumar,Inactive,Single,0.0,1.0,11.0,Good performer
50958,Kiran Mehta,kiran.mehta44@company.com,9195318853,Other,2006-05-09,36.0,HR,Marketing Analyst,Full Time,2023-09-02,Gurugram,Bachelor's,5.2,1598758.0,159875.8,Needs Improvement,Anil Kumar,Resigned,Married,16.0,5.0,26.0,Good performer
50861,Rohit Sharma,rohit.sharma78@company.com,9931358801,Other,1970-08-07,64.0,Marketing,Account Executive,Full Time,2025-07-31,Gurugram,Bachelor's,15.7,293476.0,14673.8,Good,Sneha Patel,Resigned,Divorced,3.0,5.0,19.0,Good performer
50103,Rohit Reddy,rohit.reddy53@company.com,9728847196,Male,1987-03-14,36.0,Finance,Operations Executive,Intern,2023-01-21,Mysuru,Bachelor's,11.6,288147.0,57629.4,Good,Priya Sharma,On Leave,Married,5.0,3.0,14.0,Good performer
50893,Priya Sharma,priya.sharma8@company.com,9622279053,Male,2004-01-13,53.0,Customer Support,HR Executive,Intern,2025-10-10,Gurugram,PhD,5.5,1636930.0,245539.5,Excellent,Priya Sharma,Active,Divorced,12.0,4.0,27.0,Good performer
50337,Meera Rao,meera.rao43@company.com,9441673568,Female,1982-06-06,20.0,Sales,Financial Analyst,Contract,2022-07-30,Mysuru,PhD,14.9,327330.0,49099.5,Good,Meera Nair,Resigned,Divorced,34.0,4.0,10.0,Needs training
50306,Kavya Verma,kavya.verma52@company.com,9976914636,Female,1980-04-20,24.0,Procurement,HR Executive,Intern,2021-05-07,Pune,Bachelor's,6.0,2105172.0,210517.2,Excellent,Anil Kumar,On Leave,Married,6.0,1.0,6.0,Good performer
50539,Sanjay Mehta,sanjay.mehta23@company.com,9652425513,Male,1978-10-30,53.0,IT,Financial Analyst,Part Time,2024-05-16,Hyderabad,Bachelor's,10.0,1262179.0,63108.95,Excellent,Sneha Patel,Active,Married,11.0,3.0,40.0,Needs training
50082,Nikhil Sharma,nikhil.sharma22@company.com,9237556478,Male,1985-06-16,52.0,Customer Support,Account Executive,Intern,2019-06-21,Mysuru,Diploma,9.2,281699.0,14084.95,Good,Sneha Patel,On Leave,Married,20.0,3.0,2.0,Good performer
50276,Neha Reddy,neha.reddy37@company.com,,Female,2002-02-13,43.0,HR,Business Analyst,Full Time,2022-03-15,Mysuru,Master's,3.1,1936703.0,154936.24,Excellent,Anil Kumar,Resigned,Divorced,10.0,2.0,23.0,Good performer
50630,Pooja Rao,pooja.rao97@company.com,9543686319,Female,1989-08-06,42.0,IT,HR Executive,Part Time,2021-12-16,Bengaluru,Diploma,15.4,1925735.0,96286.75,Excellent,Meera Nair,Resigned,Divorced,3.0,3.0,4.0,Fast learner
50495,Rohit Gowda,rohit.gowda67@company.com,9816504832,Other,2006-07-11,45.0,Marketing,Business Analyst,Intern,2021-03-03,Pune,Diploma,12.2,1164070.5,195724.35,Excellent,Vikram Singh,Active,Divorced,1.0,5.0,8.0,Good performer
51004,Rahul Rao,rahul.rao99@company.com,9465695569,Female,2008-01-18,32.0,Customer Service,Operations Executive,Part Time,2025-08-16,Mysuru,PhD,14.3,1518676.0,303735.2,Average,Sneha Patel,Inactive,Married,33.0,5.0,5.0,Needs training
50801,Isha Singh,isha.singh62@company.com,9226405702,Male,1984-02-25,41.0,Procurement,Financial Analyst,Contract,2019-10-10,Noida,Master's,13.8,50000000.0,0.0,Average,Vikram Singh,Resigned,Single,23.0,3.0,32.0,Good performer
51170,Rohit Kumar,rohit.kumar68@company.com,9711865244,Male,1991-07-03,51.0,Operations,Operations Executive,Part Time,2023-08-19,Gurugram,Diploma,2.0,277586.0,41637.9,Excellent,Rahul Rao,Inactive,Married,6.0,3.0,0.0,Fast learner
50923,Rohit Sharma,,9743113414,Male,1971-08-15,54.0,Sales,Support Specialist,Part Time,2022-05-29,Mumbai,Diploma,9.1,575384.0,28769.2,Excellent,Sneha Patel,Resigned,Divorced,1.0,2.0,6.0,Good performer
51162,Nikhil Gowda,nikhil.gowda69@company.com,9555019568,Other,1985-10-19,55.0,HR,Support Specialist,Part Time,2026-03-10,Mysuru,Master's,0.1,725037.0,72503.7,Average,Vikram Singh,Active,Married,16.0,4.0,18.0,Good performer
50646,Pooja Sharma,pooja.sharma1@company.com,9208589416,Other,1968-02-11,28.0,Marketing,Marketing Analyst,Part Time,2019-01-17,Hyderabad,Bachelor's,15.0,839547.0,83954.7,Needs Improvement,Vikram Singh,Inactive,Married,12.0,3.0,36.0,Fast learner
50871,Rahul Das,rahul.das99@company.com,9709763337,Other,1971-07-08,52.0,Marketing,Marketing Analyst,Full Time,2024-10-08,Mumbai,Bachelor's,14.8,1469741.0,117579.28,Excellent,Meera Nair,Active,Single,12.0,4.0,27.0,Good performer
50684,Priya Kumar,priya.kumar32@company.com,9127123294,Other,1998-01-16,47.0,Sales,Data Analyst,Part Time,2025-03-28,Hyderabad,Diploma,2.4,1288575.0,257715.0,Average,Vikram Singh,On Leave,Divorced,3.0,4.0,28.0,Needs training
50172,Meera Gowda,meera.gowda67@company.com,9861036538,Other,1977-02-18,55.0,Sales,HR Executive,Part Time,2021-09-24,Noida,Bachelor's,7.4,1938106.0,290715.9,Good,Rahul Rao,Active,Divorced,2.0,2.0,11.0,Good performer
50541,Neha Joshi,neha.joshi87@company.com,9821704710,Male,2004-07-24,34.0,Customer Support,HR Executive,Contract,2025-06-14,Mysuru,Bachelor's,7.0,1694501.0,84725.05,Average,Priya Sharma,Inactive,Single,13.0,2.0,20.0,Good performer
50578,Shreya Reddy,shreya.reddy76@company.com,9746318558,Male,1971-09-12,62.0,Procurement,Account Executive,Full Time,2022-12-14,Gurugram,PhD,2.4,538635.0,26931.75,Average,Vikram Singh,Active,Married,4.0,3.0,42.0,Good performer
51169,Vivek Rao,vivek.rao75@company.com,9488195150,Male,2005-12-24,52.0,IT,Support Specialist,Contract,2023-10-28,Hyderabad,Master's,0.8,897383.0,134607.45,Needs Improvement,Meera Nair,Resigned,Divorced,1.0,3.0,0.0,Good performer
50120,Isha Verma,isha.verma42@company.com,9888163315,Male,1999-03-06,61.0,HR,Support Specialist,Intern,2023-07-26,Mumbai,Master's,9.2,349787.0,52468.05,Good,Rahul Rao,Resigned,Married,15.0,4.0,2.0,Good performer
50715,Sanjay Mehta,sanjay.mehta1@company.com,9113599491,Male,1968-04-08,20.0,Customer Support,Account Executive,Contract,2023-05-21,Gurugram,PhD,6.4,377781.0,30222.48,Average,Priya Sharma,On Leave,Married,19.0,5.0,11.0,Fast learner
50505,Rohit Nair,rohit.nair72@company.com,9402888482,Female,1998-11-15,54.0,Procurement,Software Engineer,Part Time,2024-02-28,Mumbai,PhD,10.6,527757.0,26387.85,Average,Anil Kumar,On Leave,Single,22.0,2.0,37.0,Good performer
50429,Neha Verma,neha.verma17@company.com,9775367008,Female,1980-02-27,53.0,Operations,Account Executive,Full Time,2022-04-16,Pune,Master's,12.7,316162.0,31616.2,Needs Improvement,Priya Sharma,On Leave,Married,4.0,4.0,15.0,Good performer
51095,Pooja Gowda,pooja.gowda66@company.com,9448372053,Male,1978-11-25,23.0,IT,Software Engineer,Full Time,2024-10-13,Mysuru,Bachelor's,16.4,1712128.0,136970.24,Average,Sneha Patel,Active,Divorced,30.0,3.0,2.0,Fast learner
50147,Vivek Patel,vivek.patel50@company.com,9438702203,Male,2002-07-28,21.0,Sales,HR Executive,Contract,2025-07-24,Kolkata,Diploma,2.8,1884610.0,94230.5,Average,Anil Kumar,Resigned,Married,18.0,1.0,23.0,Fast learner
50538,Kavya Kumar,kavya.kumar10@company.com,9209937565,Female,1965-05-08,21.0,Procurement,Account Executive,Contract,2021-05-13,Kolkata,Diploma,15.3,1228551.0,98284.08,Good,Sneha Patel,On Leave,Single,20.0,3.0,30.0,Needs training
51066,Sanjay Kumar,sanjay.kumar29@company.com,9674852114,Female,1984-09-01,27.0,Operations,Data Analyst,Part Time,2022-07-10,Noida,Bachelor's,6.0,478665.0,47866.5,Good,Anil Kumar,On Leave,Divorced,5.0,3.0,45.0,Good performer
50949,Vivek Verma,vivek.verma29@company.com,9846153628,Other,1979-03-03,55.0,Operations,HR Executive,Contract,2026-07-07,Chennai,Master's,8.5,1164070.5,110245.2,Average,Sneha Patel,Inactive,Divorced,7.0,4.0,36.0,Good performer
50890,Isha Kumar,isha.kumar46@company.com,9436097844,Male,1987-07-07,41.0,Customer Support,Operations Executive,Full Time,2023-08-14,Hyderabad,PhD,15.8,907352.0,181470.4,Needs Improvement,Priya Sharma,Resigned,Single,27.0,4.0,41.0,Good performer
